route_id,agency_id,route_short_name,route_long_name,route_service_name,route_desc,route_type,route_url,route_color,route_text_color,bikes_allowed
7745,MMT,51,,MUIR FLD:WEST TP,Serves West Transfer Point to/from Muir Field. Operates regularly from about 9 AM to 3 PM and 5 PM to 11 PM on weekday service days; operates regularly during entire day on weekend and holiday/modified service days.,3,http://www.cityofmadison.com/Metro/schedules/Route51/,D05898,000000,1
7746,MMT,52,,ORCHARD PT:WEST TP,Serves West Transfer Point to/from Fitchburg. Operates regularly in both directions from about 6 AM to 10 PM on weekday service days only.,3,http://www.cityofmadison.com/Metro/schedules/Route52/,6D2C50,FFFFFF,1
7747,MMT,55,,VERONA:WEST TP,Serves West Transfer Point to/from Verona-Epic Campus. Operates limited trips in both directions in the morning and afternoon on weekday and modified service days only.,3,http://www.cityofmadison.com/Metro/schedules/Route55/,D5BC5B,000000,1
7748,MMT,56,,MC KEE:NORTH TP/WTP,Serves McKee Road to/from West Transfer Point-North Transfer Point. Operates regularly in North Transfer Point direction from about 6 AM to 9 AM and in McKee Road direction from about 3 PM to 6 PM on weekday service days only; operates regularly in both directions between McKee Road and West Transfer Point.,3,http://www.cityofmadison.com/Metro/schedules/Route56/,937A6C,000000,1
7749,MMT,57,,MC KEE:NORTH TP/WTP,Serves McKee Road to/from West Transfer Point-North Transfer Point. Operates regularly in North Transfer Point direction from about 6 AM to 9 AM and in McKee Road direction from about 3 PM to 6 PM on weekday service days only; operates regularly in both directions between McKee Road and West Transfer Point.,3,http://www.cityofmadison.com/Metro/schedules/Route57/,84743E,000000,1
7750,MMT,58,,GRNTREE:CAP SQR,Serves Greentree to/from Capitol Square. Operates regularly in Capitol Square direction from about 6 AM to 9 AM and in Greentree direction from about 3 PM to 6 PM on weekday service days only; limited trips in opposite direction during morning and afternoon.,3,http://www.cityofmadison.com/Metro/schedules/Route58/,A0A197,000000,1
7751,MMT,59,,FITCHBURG:WEST TP,Serves West Transfer Point to/from Dunns Marsh. Operates regularly in both directions during entire day on weekend and holiday/modified service days only.,3,http://www.cityofmadison.com/Metro/schedules/Route59/,E09FC0,000000,1
7752,MMT,63,,PR TOWN:WEST TP,Serves West Transfer Point to/from Prairie Towne Center. Operates regularly in both directions during entire day on weekend and holiday/modified service days only.,3,http://www.cityofmadison.com/Metro/schedules/Route63/,D7A23A,000000,1
7753,MMT,67,,W TOWNE:WEST TP,Serves West Transfer Point to/from West Towne Mall. Operates regularly during entire day on every service day.,3,http://www.cityofmadison.com/Metro/schedules/Route67/,6584A4,000000,1
7754,MMT,68,,PR TOWN:WEST TP,Serves West Transfer Point to/from Prairie Towne Center. Operates regularly in both directions during entire day on weekend and holiday/modified service days only.,3,http://www.cityofmadison.com/Metro/schedules/Route68/,5EA95A,000000,1
7755,MMT,70,,MIDDLTON:CAP SQR,Serves Middleton to/from Capitol Square. Operates regularly from about 9 AM to 3 PM and 6 PM to 11 PM on weekday service days; limited trips in Capitol Square direction from about 5 AM to 6 AM.,3,http://www.cityofmadison.com/Metro/schedules/Route70/,A8B1DA,000000,1
7756,MMT,71,,MIDDLTON:CAP SQR,Serves Middleton to/from Capitol Square. Operates regularly in Capitol Square direction from about 6 AM to 9 AM and in Middleton direction from about 3 PM to 6 PM on weekday service days only; limited trips in opposite direction during morning and afternoon.,3,http://www.cityofmadison.com/Metro/schedules/Route71/,B67F72,000000,1
7757,MMT,72,,MIDDLTON:CAP SQR,Serves Middleton to/from Capitol Square. Operates regularly in Capitol Square direction from about 6 AM to 9 AM and in Middleton direction from about 3 PM to 6 PM on weekday service days only; limited trips in opposite direction during morning and afternoon.,3,http://www.cityofmadison.com/Metro/schedules/Route72/,841D1D,FFFFFF,1
7758,MMT,73,,MIDDLTON:WEST TP,Serves West Transfer Point to/from Middleton. Operates regularly in both directions during entire day on weekday service days only.,3,http://www.cityofmadison.com/Metro/schedules/Route73/,DFB93E,000000,1
7759,MMT,75,,VERONA:CAP SQR,Serves Capitol Square to/from Verona-Epic Campus. Operates limited trips in both directions in the morning and afternoon on weekday and modified service days only.,3,http://www.cityofmadison.com/Metro/schedules/Route75/,E0993A,000000,1
7760,MMT,78,,MIDDLTON:WEST TP,Serves West Transfer Point to/from Middleton. Operates regularly during entire day on Saturday and modified service days only.,3,http://www.cityofmadison.com/Metro/schedules/Route78/,365AA6,FFFFFF,1
7761,MMT,80,,EAGLE HT:UW UNION,Serves Memorial Union to/from UW Hospital-Eagle Heights. Operates regularly in both directions during weekday and weekend UW standard and recess service days only; see UW service calendar printed in Metro Ride Guide or on Metro website.,3,http://www.cityofmadison.com/Metro/schedules/Route80/,B33927,000000,1
7762,MMT,81,,OBSRVTRY/JOHNSON:UNION,Serves Memorial Union to/from Observatory-Johnson. Operates regularly on every service day from about 6 PM to 3 AM during UW standard service days only; see UW service calendar printed in Metro Ride Guide or on Metro website.,3,http://www.cityofmadison.com/Metro/schedules/Route81/,DD9139,000000,1
7763,MMT,82,,BREESE/W WASH:UNION,Serves Memorial Union to/from Breese-W Washington. Operates regularly on every service day from about 6 PM to 3 AM during UW standard service days only; see UW service calendar printed in Metro Ride Guide or on Metro website.,3,http://www.cityofmadison.com/Metro/schedules/Route82/,3F6AB2,000000,1
7764,MMT,84,,EAGLE HT:U CAMPUS,Serves UW Campus to Eagle Heights. Operates regularly from about 4 PM to 6 PM during weekday UW standard and recess service days only; see UW service calendar printed in Metro Ride Guide or on Metro website.,3,http://www.cityofmadison.com/Metro/schedules/Route84/,60348E,000000,1
